Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200904_eQC2	147.08	221.10		Unknown	"Hydracrylic acid, 2TMS derivative"	55162-32-8	C9H22O3Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	1069	13.7292	XIC(147.08±500ppm)	0.28	129926494	0.053	79	Spectra Search{Unable to do spectral search}	1109.5	1151 ± 0(6)	871	92.2	1	391	"Hydracrylic acid, 2TMS derivative"	871	92.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	"J. Little, Eastman chemical company."	replib	1151 ± 0(6)	"Hydracrylic acid, 2TMS derivative"	837	92.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	NIST Mass Spectrometry Data Center	replib	1151 ± 0(6)	"Hydracrylic acid, 2TMS derivative"	816	86.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	"James Shoemaker, St. Louis Online Library of Metabolic Mass Spectra"	mainlib	1151 ± 0(6)	3-hydroxypropionic acid_RI 269050	777	93.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ALRHLSYJTWAHJZ-UHFFFAOYSA-N"">ALRHLSYJTWAHJZ-UHFFFAOYSA-N</a>"	503-66-2		fiehn	UCD Fiehn rtx5		"1,4-Butanediol, 2TMS derivative"	757	5.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib	
200904_eQC2	147.08	147.08	y	Out of Tolerance	"3-Hydroxybutyric acid, 2TMS derivative"	55133-94-3	C10H24O3Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	2651	14.1028	XIC(147.05±500ppm)	2.60	219288848	0.090	235	Spectra Search{Unable to do spectral search}	1125.1	1167 ± 1(6)	896	92.3	1	419	"3-Hydroxybutyric acid, 2TMS derivative"	896	92.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	55133-94-3	C10H24O3Si2	"G.S. KING, CHEM. PATHOL. DEP., QUEEN CHARLOTTE'S HOSP., LONDON"	replib	1167 ± 1(6)	"3-Hydroxybutyric acid, 2TMS derivative"	891	92.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	55133-94-3	C10H24O3Si2	S.Goodman ET AL.Diagnosis of Organic Acidemias	replib	1167 ± 1(6)	"3-Hydroxybutyric acid, 2TMS derivative"	870	92.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	55133-94-3	C10H24O3Si2	NIST Mass Spectrometry Data Center	replib	1167 ± 1(6)	"3-Hydroxybutyric acid, 2TMS derivative"	869	92.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	55133-94-3	C10H24O3Si2	"S. MARKEY UNIV. OF COLO. MED. CTR., DENVER, COLORADO, USA"	replib	1167 ± 1(6)	"3-Hydroxybutyric acid, 2TMS derivative"	863	74.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YWRIHOYCAHATJN-UHFFFAOYSA-N"">YWRIHOYCAHATJN-UHFFFAOYSA-N</a>"	55133-94-3	C10H24O3Si2	NIST Mass Spectrometry Data Center	mainlib	1167 ± 1(6)
200904_eQC2	207.02	207.02		Unknown	2-Chloroaniline-5-sulfonic acid	98-36-2	C6H6ClNO3S	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XJQRCFRVWZHIPN-UHFFFAOYSA-N"">XJQRCFRVWZHIPN-UHFFFAOYSA-N</a>"	184	14.1216	XIC(207.02±500ppm)	0.10	31744130	0.013	11	Spectra Search{Unable to do spectral search}	1125.9		737	47.1	1	420	2-Chloroaniline-5-sulfonic acid	737	47.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XJQRCFRVWZHIPN-UHFFFAOYSA-N"">XJQRCFRVWZHIPN-UHFFFAOYSA-N</a>"	98-36-2	C6H6ClNO3S	"Leung Pu, NIH, Bethesda, Maryland, U.S."	mainlib		"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative"	735	43.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YCRIXHKHAODKFH-UHFFFAOYSA-N"">YCRIXHKHAODKFH-UHFFFAOYSA-N</a>"		C24H36O2Si2	"A.Pleshkova, Nesmeyanov Inst.Org.Elem.Cpds, Moscow"	mainlib		"Cyclotrisiloxane, hexamethyl-"	714	88.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3		replib	851 ± 0(1)	"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester"	637	3.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KUQGJFOIULVBKJ-UHFFFAOYSA-N"">KUQGJFOIULVBKJ-UHFFFAOYSA-N</a>"	54699-35-3	C11H10O6	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	mainlib		"3(2H)-Pyridazinone, 6-chloro-2-(6-chloro-3-pyridazinyl)-"	626	2.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/RIFBOVNFYVRSAD-UHFFFAOYSA-N"">RIFBOVNFYVRSAD-UHFFFAOYSA-N</a>"		C8H4Cl2N4O	"A.T.Lebedev, Moscow State University"	mainlib	
200904_eQC2	147.08	234.16		Unknown	"1,4-Butanediol, 2TMS derivative"	18001-91-7	C10H26O2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	47556	14.1637	XIC(147.08±500ppm)	1.01	6894918592	2.839	196	Saturated; Spectra Search{Unable to do spectral search}	1127.6		920	92.0	1	424	"1,4-Butanediol, 2TMS derivative"	920	92.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib		"1,4-Butanediol, 2TMS derivative"	913	84.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib		"Hydracrylic acid, 2TMS derivative"	817	6.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	NIST Mass Spectrometry Data Center	replib	1151 ± 0(6)	"Hydracrylic acid, 2TMS derivative"	814	6.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	"J. Little, Eastman chemical company."	replib	1151 ± 0(6)	"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester"	811	5.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WRBWZWGIWNGSRX-UHFFFAOYSA-N"">WRBWZWGIWNGSRX-UHFFFAOYSA-N</a>"	55191-13-4	C9H20O3Si2	"O A MAMER, MCGILL UNIVERSITY, MONTRE"	replib	1099 ± 9(2)
200904_eQC2	207.06	228.09		Unknown	"Cyclotrisiloxane, hexamethyl-"	541-05-9	C6H18O3Si3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	319	14.1961	XIC(207.06±500ppm)	8.25	75838129	0.031	51	Spectra Search{Unable to do spectral search}	1129.0	851 ± 0(1)	733	93.7	1	425	"Cyclotrisiloxane, hexamethyl-"	733	93.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	Japan AIST/NIMC Database- Spectrum MS-NW-8711	replib	851 ± 0(1)	"Cyclotrisiloxane, hexamethyl-"	716	56.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	"NIST Mass Spectrometry Data Center, 1994"	mainlib	851 ± 0(1)	"Silicic acid, diethyl bis(trimethylsilyl) ester"	675	12.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QZGNEODXJZDIBK-UHFFFAOYSA-N"">QZGNEODXJZDIBK-UHFFFAOYSA-N</a>"	3555-45-1	C10H28O4Si3	"K. KURODA, DEP. APPL. CHEM., WASEDA UNIV., TOKYO, JA"	mainlib		Tris(tert-butyldimethylsilyloxy)arsane	661	8.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/USFSDFMFEDELDX-UHFFFAOYSA-N"">USFSDFMFEDELDX-UHFFFAOYSA-N</a>"		C18H45AsO3Si3	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"1,2-Benzisothiazol-3-amine, TBDMS derivative"	653	6.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MPOIIFBOQOKVBM-UHFFFAOYSA-N"">MPOIIFBOQOKVBM-UHFFFAOYSA-N</a>"		C13H20N2SSi	"John Halket,Royal Holloway, University of London, UK"	mainlib	
200904_eQC2	73.07	384.16		Unknown	"Pentasiloxane, dodecamethyl-"	141-63-9	C12H36O4Si5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	9545	14.3112	XIC(73.07±500ppm)	0.94	961590108	0.396	243	Spectra Search{Unable to do spectral search}	1133.8	1189 ± 13(2)	905	81.2	1	431	"Pentasiloxane, dodecamethyl-"	905	81.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	NIST Mass Spectrometry Data Center	mainlib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	904	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	"P. BRUCK, MAGYAR TUDOMANYOS AKADEMIA, HUNGARY"	replib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	899	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	Chemical Concepts	replib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	871	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	"Zaikin V.G., Institute of Petrochemical Synthesis RAS"	replib	1189 ± 13(2)	"Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]-"	848	15.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VNRWTCZXQWOWIG-UHFFFAOYSA-N"">VNRWTCZXQWOWIG-UHFFFAOYSA-N</a>"	3555-47-3	C12H36O4Si5	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib	1125 ± 0(1)
200904_eQC2	70.09	70.09	y	Out of Tolerance	"L-Proline, trimethylsilyl ester"		C8H17NO2Si	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZHHOUXSQMHJPRA-UHFFFAOYSA-N"">ZHHOUXSQMHJPRA-UHFFFAOYSA-N</a>"	4333	14.4295	XIC(70.17±500ppm)	1.70	86957540	0.036	136	Spectra Search{Unable to do spectral search}	1138.7	1177 ± 0(1)	859	66.3	1	437	"L-Proline, trimethylsilyl ester"	859	66.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZHHOUXSQMHJPRA-UHFFFAOYSA-N"">ZHHOUXSQMHJPRA-UHFFFAOYSA-N</a>"		C8H17NO2Si	"NIST Mass Spectrometry Data Center, 2016"	mainlib	1177 ± 0(1)	"L-Proline, TMS derivative"	837	26.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZHHOUXSQMHJPRA-UHFFFAOYSA-N"">ZHHOUXSQMHJPRA-UHFFFAOYSA-N</a>"		C8H17NO2Si	NIST Mass Spectrometry Data Center	mainlib	1178 ± 0(1)	"L-Proline, tert.-butyldimethylsilyl ester"	774	4.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VVQXMINOZKOOFO-UHFFFAOYSA-N"">VVQXMINOZKOOFO-UHFFFAOYSA-N</a>"		C11H23NO2Si	"NIST Mass Spectrometry Data Center, 2016"	mainlib	1406 ± 0(1)	"L-Proline, ethyl ester"	732	58.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QPNJHVDIRZNKOX-LURJTMIESA-N"">QPNJHVDIRZNKOX-LURJTMIESA-N</a>"	5817-26-5	C7H13NO2		replib	1111 ± 0(1)	"1,2,5-Oxadiazole"	721	0.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JKFAIQOWCVVSKC-UHFFFAOYSA-N"">JKFAIQOWCVVSKC-UHFFFAOYSA-N</a>"	288-37-9	C2H2N2O	"C.L. PEDERSEN, DEP. GEN. ORG. CHEM., UNIV. COPENHAGEN, DENMA"	mainlib	
200904_eQC2	86.11	86.11	y	Out of Tolerance	"L-Isoleucine, TMS derivative"		C9H21NO2Si	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZBVUZZNOZGCJIE-UHFFFAOYSA-N"">ZBVUZZNOZGCJIE-UHFFFAOYSA-N</a>"	8590	14.4979	XIC(86.19±500ppm)	1.03	150375940	0.062	159	Spectra Search{Unable to do spectral search}	1141.5	1179 ± 0(1)	890	78.7	1	443	"L-Isoleucine, TMS derivative"	890	78.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZBVUZZNOZGCJIE-UHFFFAOYSA-N"">ZBVUZZNOZGCJIE-UHFFFAOYSA-N</a>"		C9H21NO2Si	NIST Mass Spectrometry Data Center	mainlib	1179 ± 0(1)	"L-Leucine, TMS derivative"	846	17.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JZGPZUIFYWMNKG-UHFFFAOYSA-N"">JZGPZUIFYWMNKG-UHFFFAOYSA-N</a>"		C9H21NO2Si	NIST Mass Spectrometry Data Center	mainlib	1167 ± 12(2)	"L-Isoleucine, TBDMS derivative"	790	3.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OXLMRXNCBQWETL-UHFFFAOYSA-N"">OXLMRXNCBQWETL-UHFFFAOYSA-N</a>"		C12H27NO2Si	NIST Mass Spectrometry Data Center	mainlib	1396 ± 0(1)	isoleucine 1TMS_RI 293322	733	56.1		73-32-5		fiehn	UCD Fiehn rtx5		norleucine minor_RI 307988	726	43.0		327-57-1		fiehn	UCD Fiehn rtx5	
200904_eQC2	126.03	253.05		Unknown	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	360-43-0	C6H6F6N2O2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	2348	14.5977	XIC(126.03±500ppm)	2.81	148192351	0.061	161	Spectra Search{Unable to do spectral search}	1145.7	1188 ± 0(1)	824	96.2	1	447	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	824	96.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"J. Little, Eastman chemical company."	mainlib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	781	95.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"K. Jacobson, LC, NIDDK, NIH, Bethesda, MD 20892"	replib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	772	95.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"NIST Mass Spectrometry Data Center, 2016"	replib	1188 ± 0(1)	"Ethanolamine, N,O-bis(trifluoroacetyl)-"	635	1.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YDQHOULJYAFDRM-UHFFFAOYSA-N"">YDQHOULJYAFDRM-UHFFFAOYSA-N</a>"	121119-58-2	C6H5F6NO3	"NIST Mass Spectrometry Data Center, 2009"	mainlib	947 ± 0(3)	"Ethanolamine, N,O-bis(trifluoroacetyl)-"	625	2.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YDQHOULJYAFDRM-UHFFFAOYSA-N"">YDQHOULJYAFDRM-UHFFFAOYSA-N</a>"	121119-58-2	C6H5F6NO3	NIST Mass Spectrometry Data Center	replib	947 ± 0(3)
200904_eQC2	73.08	222.11		Unknown	"Mercaptoethanol, 2TMS derivative"	78921-31-0	C8H22OSSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XCBOVFFZLIBFBZ-UHFFFAOYSA-N"">XCBOVFFZLIBFBZ-UHFFFAOYSA-N</a>"	1290	14.682	XIC(73.08±500ppm)	0.73	96728539	0.040	106	Spectra Search{Unable to do spectral search}	1149.2		805	92.5	1	452	"Mercaptoethanol, 2TMS derivative"	805	92.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XCBOVFFZLIBFBZ-UHFFFAOYSA-N"">XCBOVFFZLIBFBZ-UHFFFAOYSA-N</a>"	78921-31-0	C8H22OSSi2	"A.A.Kutin, Moscow, Russia"	mainlib		"1,4-Butanediol, 2TMS derivative"	656	2.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib		"Thiodiglycol, 2TMS derivative"	626	22.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DTZWCELPJYGDPE-UHFFFAOYSA-N"">DTZWCELPJYGDPE-UHFFFAOYSA-N</a>"	20486-03-7	C10H26O2SSi2	VERIFINN	replib	1425 ± 2(5)	"1,4-Butanediol, 2TMS derivative"	621	17.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib		"Thiodiglycol, 2TMS derivative"	611	22.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DTZWCELPJYGDPE-UHFFFAOYSA-N"">DTZWCELPJYGDPE-UHFFFAOYSA-N</a>"	20486-03-7	C10H26O2SSi2	NIST Mass Spectrometry Data Center	replib	1425 ± 2(5)
200904_eQC2	73.07	262.14		Unknown	"Butane-1,3-diol, 1-methylene-3-methyl-, bis(trimethylsilyl)ether"	117201-96-4	C12H28O2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GAGXTWXZSNHHOG-UHFFFAOYSA-N"">GAGXTWXZSNHHOG-UHFFFAOYSA-N</a>"	1562	14.7967	XIC(73.07±500ppm)	1.52	156519143	0.064	156	Spectra Search{Unable to do spectral search}	1154.0		825	33.9	1	460	"Butane-1,3-diol, 1-methylene-3-methyl-, bis(trimethylsilyl)ether"	825	33.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GAGXTWXZSNHHOG-UHFFFAOYSA-N"">GAGXTWXZSNHHOG-UHFFFAOYSA-N</a>"	117201-96-4	C12H28O2Si2	"J.L.Little, J.Chromatogr.A, 844,1(1999)"	mainlib		"1,2-Butanediol, 2TMS derivative"	808	18.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NWCNYDAYYOMMQT-UHFFFAOYSA-N"">NWCNYDAYYOMMQT-UHFFFAOYSA-N</a>"		C10H26O2Si2	"B.R. PETTIT, QUEEN CHARLOTTE'S MAT. HOSP., LONDON, U.K."	mainlib		"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-"	796	12.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GEWJTZPWYXZUFK-UHFFFAOYSA-N"">GEWJTZPWYXZUFK-UHFFFAOYSA-N</a>"	99875-05-5	C10H26O2Si2	Chemical Concepts	mainlib		"Pinacol, 2TMS derivative"	789	9.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CCLNFALQCLEMAL-UHFFFAOYSA-N"">CCLNFALQCLEMAL-UHFFFAOYSA-N</a>"	6730-96-7	C12H30O2Si2	Chemical Concepts	mainlib		"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-"	777	40.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GEWJTZPWYXZUFK-UHFFFAOYSA-N"">GEWJTZPWYXZUFK-UHFFFAOYSA-N</a>"	99875-05-5	C10H26O2Si2	"O A MAMER, MCGILL UNIVERSITY, MONTRE"	replib	
200904_eQC2	84.10	127.11		Unknown	"Piperidine, 1-acetyl-"	618-42-8	C7H13NO	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	443	15.0396	XIC(84.10±500ppm)	1.35	16830301	0.007	28	Spectra Search{Unable to do spectral search}	1164.1	1205 ± 5(4)	833	87.8	1	476	"Piperidine, 1-acetyl-"	833	87.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	Japan AIST/NIMC Database- Spectrum MS-NW-2831	mainlib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	816	85.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	Chemical Concepts	replib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	805	85.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO		replib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	801	85.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	"LAC, NIDDK, NIH, Bethesda, MD 20892"	replib	1205 ± 5(4)	"3-Piperidinone, 1,6-dimethyl-"	737	7.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YAPCDYAEMOCVRE-UHFFFAOYSA-N"">YAPCDYAEMOCVRE-UHFFFAOYSA-N</a>"	43152-92-7	C7H13NO		mainlib	
