Test
Sample	Base Mass	Observed Ion m/z	Group	Type	Name	CAS	Formula	InChIKey	Quant S/N	R.T. (min)	Quant Masses	Tailing Factor	Area	Area %	Stick Count	Concerns	Retention Index	Lib. RI	Similarity	Probability	Hit #	Peak Number	Hit 1 Name	Hit 1 Similarity	Hit 1 Probability	Hit 1 InChIKey	Hit 1 CAS	Hit 1 Formula	Hit 1 Contributor	Hit 1 Library	Hit 1 Lib. RI	Hit 2 Name	Hit 2 Similarity	Hit 2 Probability	Hit 2 InChIKey	Hit 2 CAS	Hit 2 Formula	Hit 2 Contributor	Hit 2 Library	Hit 2 Lib. RI	Hit 3 Name	Hit 3 Similarity	Hit 3 Probability	Hit 3 InChIKey	Hit 3 CAS	Hit 3 Formula	Hit 3 Contributor	Hit 3 Library	Hit 3 Lib. RI	Hit 4 Name	Hit 4 Similarity	Hit 4 Probability	Hit 4 InChIKey	Hit 4 CAS	Hit 4 Formula	Hit 4 Contributor	Hit 4 Library	Hit 4 Lib. RI	Hit 5 Name	Hit 5 Similarity	Hit 5 Probability	Hit 5 InChIKey	Hit 5 CAS	Hit 5 Formula	Hit 5 Contributor	Hit 5 Library	Hit 5 Lib. RI
200904_eQC1	73.08	360.11		Unknown	"Cyclopentasiloxane, decamethyl-"	541-02-6	C10H30O5Si5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XMSXQFUHVRWGNA-UHFFFAOYSA-N"">XMSXQFUHVRWGNA-UHFFFAOYSA-N</a>"	574	13.8214	XIC(73.08±500ppm)	0.23	53978510	0.025	117	Spectra Search{Unable to do spectral search}	1113.4	1175 ± 40(2)	902	96.4	1	377	"Cyclopentasiloxane, decamethyl-"	902	96.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XMSXQFUHVRWGNA-UHFFFAOYSA-N"">XMSXQFUHVRWGNA-UHFFFAOYSA-N</a>"	541-02-6	C10H30O5Si5	Japan AIST/NIMC Database- Spectrum MS-NW-9436	replib	1175 ± 40(2)	"Cyclopentasiloxane, decamethyl-"	891	93.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XMSXQFUHVRWGNA-UHFFFAOYSA-N"">XMSXQFUHVRWGNA-UHFFFAOYSA-N</a>"	541-02-6	C10H30O5Si5	"NIST Mass Spectrometry Data Center, 1994"	mainlib	1175 ± 40(2)	"Cyclopentasiloxane, decamethyl-"	873	96.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XMSXQFUHVRWGNA-UHFFFAOYSA-N"">XMSXQFUHVRWGNA-UHFFFAOYSA-N</a>"	541-02-6	C10H30O5Si5	Chemical Concepts	replib	1175 ± 40(2)	"2,6-Dihydroxybenzoic acid, 3TMS derivative"	731	2.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/APVNJYLNHAHELF-UHFFFAOYSA-N"">APVNJYLNHAHELF-UHFFFAOYSA-N</a>"	3782-85-2	C16H30O4Si3	"O A MAMER, MCGILL UNIVERSITY, MONTREAL"	mainlib	1763 ± 16(2)	"2,6-Dihydroxybenzoic acid, 3TMS derivative"	724	1.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/APVNJYLNHAHELF-UHFFFAOYSA-N"">APVNJYLNHAHELF-UHFFFAOYSA-N</a>"	3782-85-2	C16H30O4Si3	NIST Mass Spectrometry Data Center	replib	1763 ± 16(2)
200904_eQC1	147.08	234.16		Unknown	"1,4-Butanediol, 2TMS derivative"	18001-91-7	C10H26O2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	46063	14.1631	XIC(147.08±500ppm)	1.02	6325692688	2.915	200	Saturated; Spectra Search{Unable to do spectral search}	1127.6		924	91.9	1	398	"1,4-Butanediol, 2TMS derivative"	924	91.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib		"1,4-Butanediol, 2TMS derivative"	914	84.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib		"Hydracrylic acid, 2TMS derivative"	819	6.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	NIST Mass Spectrometry Data Center	replib	1151 ± 0(6)	"Hydracrylic acid, 2TMS derivative"	814	6.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IHWRJZSKTAMEMR-UHFFFAOYSA-N"">IHWRJZSKTAMEMR-UHFFFAOYSA-N</a>"	55162-32-8	C9H22O3Si2	"J. Little, Eastman chemical company."	replib	1151 ± 0(6)	"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester"	813	5.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/WRBWZWGIWNGSRX-UHFFFAOYSA-N"">WRBWZWGIWNGSRX-UHFFFAOYSA-N</a>"	55191-13-4	C9H20O3Si2	"O A MAMER, MCGILL UNIVERSITY, MONTRE"	replib	1099 ± 9(2)
200904_eQC1	207.05	228.08		Unknown	"Cyclotrisiloxane, hexamethyl-"	541-05-9	C6H18O3Si3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	295	14.1933	XIC(207.05±500ppm)	9.95	67425748	0.031	53	Spectra Search{Unable to do spectral search}	1128.8	851 ± 0(1)	752	94.5	1	399	"Cyclotrisiloxane, hexamethyl-"	752	94.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	Japan AIST/NIMC Database- Spectrum MS-NW-8711	replib	851 ± 0(1)	"Cyclotrisiloxane, hexamethyl-"	726	50.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/HTDJPCNNEPUOOQ-UHFFFAOYSA-N"">HTDJPCNNEPUOOQ-UHFFFAOYSA-N</a>"	541-05-9	C6H18O3Si3	"NIST Mass Spectrometry Data Center, 1994"	mainlib	851 ± 0(1)	Tris(tert-butyldimethylsilyloxy)arsane	702	17.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/USFSDFMFEDELDX-UHFFFAOYSA-N"">USFSDFMFEDELDX-UHFFFAOYSA-N</a>"		C18H45AsO3Si3	"NIST Mass Spectrometry Data Center, 2008"	mainlib		"4-tert-Octylphenol, TMS derivative"	681	7.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/LGVXTVHRVKVONW-UHFFFAOYSA-N"">LGVXTVHRVKVONW-UHFFFAOYSA-N</a>"	78721-87-6	C17H30OSi	"A.Pleshkova, Nesmeyanov Inst.Org.Elem.Cpds, Moscow"	mainlib		"1,2-Benzisothiazol-3-amine, TBDMS derivative"	680	7.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MPOIIFBOQOKVBM-UHFFFAOYSA-N"">MPOIIFBOQOKVBM-UHFFFAOYSA-N</a>"		C13H20N2SSi	"John Halket,Royal Holloway, University of London, UK"	mainlib	
200904_eQC1	73.08	384.16		Unknown	"Pentasiloxane, dodecamethyl-"	141-63-9	C12H36O4Si5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	9700	14.3101	XIC(73.08±500ppm)	0.94	1036902626	0.478	251	Spectra Search{Unable to do spectral search}	1133.7	1189 ± 13(2)	905	98.9	1	404	"Pentasiloxane, dodecamethyl-"	905	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	"P. BRUCK, MAGYAR TUDOMANYOS AKADEMIA, HUNGARY"	replib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	905	81.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	NIST Mass Spectrometry Data Center	mainlib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	898	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	Chemical Concepts	replib	1189 ± 13(2)	"Pentasiloxane, dodecamethyl-"	867	98.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FBZANXDWQAVSTQ-UHFFFAOYSA-N"">FBZANXDWQAVSTQ-UHFFFAOYSA-N</a>"	141-63-9	C12H36O4Si5	"Zaikin V.G., Institute of Petrochemical Synthesis RAS"	replib	1189 ± 13(2)	"Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]-"	847	15.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VNRWTCZXQWOWIG-UHFFFAOYSA-N"">VNRWTCZXQWOWIG-UHFFFAOYSA-N</a>"	3555-47-3	C12H36O4Si5	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib	1125 ± 0(1)
200904_eQC1	105.05	150.08		Unknown	"Benzoic acid, ethyl ester"	93-89-0	C9H10O2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MTZQAGJQAFMTAQ-UHFFFAOYSA-N"">MTZQAGJQAFMTAQ-UHFFFAOYSA-N</a>"	239	14.4358	XIC(105.05±500ppm)	0.64	8205140	0.004	14	Spectra Search{Unable to do spectral search}	1138.9	1171 ± 2(58)	757	62.8	1	412	"Benzoic acid, ethyl ester"	757	62.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MTZQAGJQAFMTAQ-UHFFFAOYSA-N"">MTZQAGJQAFMTAQ-UHFFFAOYSA-N</a>"	93-89-0	C9H10O2	Japan AIST/NIMC Database- Spectrum MS-NW- 439	mainlib	1171 ± 2(58)	"Benzoic acid, ethyl ester"	751	74.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MTZQAGJQAFMTAQ-UHFFFAOYSA-N"">MTZQAGJQAFMTAQ-UHFFFAOYSA-N</a>"	93-89-0	C9H10O2	"Chuck Anderson, Aldrich Chemical Co."	replib	1171 ± 2(58)	"Benzoic acid, ethyl ester"	742	74.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MTZQAGJQAFMTAQ-UHFFFAOYSA-N"">MTZQAGJQAFMTAQ-UHFFFAOYSA-N</a>"	93-89-0	C9H10O2	Chemical Concepts	replib	1171 ± 2(58)	"Benzoic acid, ethyl ester"	726	74.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/MTZQAGJQAFMTAQ-UHFFFAOYSA-N"">MTZQAGJQAFMTAQ-UHFFFAOYSA-N</a>"	93-89-0	C9H10O2	"NIST Mass Spectrometry Data Center, 1994"	replib	1171 ± 2(58)	"Benzeneacetic acid, a-oxo-, ethyl ester"	718	14.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/QKLCQKPAECHXCQ-UHFFFAOYSA-N"">QKLCQKPAECHXCQ-UHFFFAOYSA-N</a>"	1603-79-8	C10H10O3	Chemical Concepts	mainlib	1375 ± 0(1)
200904_eQC1	86.11	86.11	y	Out of Tolerance	"L-Isoleucine, TMS derivative"		C9H21NO2Si	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZBVUZZNOZGCJIE-UHFFFAOYSA-N"">ZBVUZZNOZGCJIE-UHFFFAOYSA-N</a>"	2904	14.4982	XIC(86.19±500ppm)	1.07	39878603	0.018	76	Spectra Search{Unable to do spectral search}	1141.5	1179 ± 0(1)	803	71.3	1	418	"L-Isoleucine, TMS derivative"	803	71.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ZBVUZZNOZGCJIE-UHFFFAOYSA-N"">ZBVUZZNOZGCJIE-UHFFFAOYSA-N</a>"		C9H21NO2Si	NIST Mass Spectrometry Data Center	mainlib	1179 ± 0(1)	"L-Leucine, TMS derivative"	762	16.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/JZGPZUIFYWMNKG-UHFFFAOYSA-N"">JZGPZUIFYWMNKG-UHFFFAOYSA-N</a>"		C9H21NO2Si	NIST Mass Spectrometry Data Center	mainlib	1167 ± 12(2)	"L-Isoleucine, TBDMS derivative"	731	4.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OXLMRXNCBQWETL-UHFFFAOYSA-N"">OXLMRXNCBQWETL-UHFFFAOYSA-N</a>"		C12H27NO2Si	NIST Mass Spectrometry Data Center	mainlib	1396 ± 0(1)	norleucine minor_RI 307988	727	53.4		327-57-1		fiehn	UCD Fiehn rtx5		isoleucine 1TMS_RI 293322	723	45.1		73-32-5		fiehn	UCD Fiehn rtx5	
200904_eQC1	126.03	232.97		Unknown	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	360-43-0	C6H6F6N2O2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	1763	14.6095	XIC(126.03±500ppm)	3.20	142272427	0.066	63	Spectra Search{Unable to do spectral search}	1146.2	1188 ± 0(1)	860	97.0	1	424	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	860	97.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"J. Little, Eastman chemical company."	mainlib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	814	96.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"K. Jacobson, LC, NIDDK, NIH, Bethesda, MD 20892"	replib	1188 ± 0(1)	"1,2-Ethandimine, N,N'-ditrifluoroacetyl-"	809	96.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BSMXDULOVFUYER-UHFFFAOYSA-N"">BSMXDULOVFUYER-UHFFFAOYSA-N</a>"	360-43-0	C6H6F6N2O2	"NIST Mass Spectrometry Data Center, 2016"	replib	1188 ± 0(1)	"Ethanolamine, N,O-bis(trifluoroacetyl)-"	676	1.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YDQHOULJYAFDRM-UHFFFAOYSA-N"">YDQHOULJYAFDRM-UHFFFAOYSA-N</a>"	121119-58-2	C6H5F6NO3	"NIST Mass Spectrometry Data Center, 2009"	mainlib	947 ± 0(3)	"Ethanolamine, N,O-bis(trifluoroacetyl)-"	643	2.1	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/YDQHOULJYAFDRM-UHFFFAOYSA-N"">YDQHOULJYAFDRM-UHFFFAOYSA-N</a>"	121119-58-2	C6H5F6NO3	NIST Mass Spectrometry Data Center	replib	947 ± 0(3)
200904_eQC1	73.08	222.11		Unknown	"Mercaptoethanol, 2TMS derivative"	78921-31-0	C8H22OSSi2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XCBOVFFZLIBFBZ-UHFFFAOYSA-N"">XCBOVFFZLIBFBZ-UHFFFAOYSA-N</a>"	1293	14.6812	XIC(73.08±500ppm)	0.72	100815873	0.046	118	Spectra Search{Unable to do spectral search}	1149.2		856	93.2	1	426	"Mercaptoethanol, 2TMS derivative"	856	93.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/XCBOVFFZLIBFBZ-UHFFFAOYSA-N"">XCBOVFFZLIBFBZ-UHFFFAOYSA-N</a>"	78921-31-0	C8H22OSSi2	"A.A.Kutin, Moscow, Russia"	mainlib		"1,4-Butanediol, 2TMS derivative"	698	2.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	mainlib		"1,4-Butanediol, 2TMS derivative"	672	37.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/ITDZOVTUXDYFSE-UHFFFAOYSA-N"">ITDZOVTUXDYFSE-UHFFFAOYSA-N</a>"	18001-91-7	C10H26O2Si2	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib		"Thiodiglycol, 2TMS derivative"	647	11.4	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/DTZWCELPJYGDPE-UHFFFAOYSA-N"">DTZWCELPJYGDPE-UHFFFAOYSA-N</a>"	20486-03-7	C10H26O2SSi2	VERIFINN	replib	1425 ± 2(5)	"Diethylene glycol, 2TMS derivative"	643	9.6	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/VZCNNAQIFXLAEZ-UHFFFAOYSA-N"">VZCNNAQIFXLAEZ-UHFFFAOYSA-N</a>"	16654-74-3	C10H26O3Si2	"D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY"	replib	1233 ± 6(2)
200904_eQC1	73.07	247.15		Unknown	"Butane-1,3-diol, 1-methylene-3-methyl-, bis(trimethylsilyl)ether"	117201-96-4	C12H28O2Si2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GAGXTWXZSNHHOG-UHFFFAOYSA-N"">GAGXTWXZSNHHOG-UHFFFAOYSA-N</a>"	1423	14.7961	XIC(73.07±500ppm)	1.49	146242743	0.067	144	Spectra Search{Unable to do spectral search}	1153.9		855	52.5	1	434	"Butane-1,3-diol, 1-methylene-3-methyl-, bis(trimethylsilyl)ether"	855	52.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GAGXTWXZSNHHOG-UHFFFAOYSA-N"">GAGXTWXZSNHHOG-UHFFFAOYSA-N</a>"	117201-96-4	C12H28O2Si2	"J.L.Little, J.Chromatogr.A, 844,1(1999)"	mainlib		"1,2-Butanediol, 2TMS derivative"	807	10.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NWCNYDAYYOMMQT-UHFFFAOYSA-N"">NWCNYDAYYOMMQT-UHFFFAOYSA-N</a>"		C10H26O2Si2	"B.R. PETTIT, QUEEN CHARLOTTE'S MAT. HOSP., LONDON, U.K."	mainlib		"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-"	800	8.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GEWJTZPWYXZUFK-UHFFFAOYSA-N"">GEWJTZPWYXZUFK-UHFFFAOYSA-N</a>"	99875-05-5	C10H26O2Si2	Chemical Concepts	mainlib		"Pinacol, 2TMS derivative"	798	7.7	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/CCLNFALQCLEMAL-UHFFFAOYSA-N"">CCLNFALQCLEMAL-UHFFFAOYSA-N</a>"	6730-96-7	C12H30O2Si2	Chemical Concepts	mainlib		"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-"	796	62.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GEWJTZPWYXZUFK-UHFFFAOYSA-N"">GEWJTZPWYXZUFK-UHFFFAOYSA-N</a>"	99875-05-5	C10H26O2Si2	"O A MAMER, MCGILL UNIVERSITY, MONTRE"	replib	
200904_eQC1	84.10	127.11		Unknown	"Piperidine, 1-acetyl-"	618-42-8	C7H13NO	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	490	15.04	XIC(84.10±500ppm)	2.37	16572021	0.008	35	Spectra Search{Unable to do spectral search}	1164.1	1205 ± 5(4)	708	67.3	1	447	"Piperidine, 1-acetyl-"	708	67.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	Japan AIST/NIMC Database- Spectrum MS-NW-2831	mainlib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	691	76.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	Chemical Concepts	replib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	689	76.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO		replib	1205 ± 5(4)	"Piperidine, 1-acetyl-"	671	76.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/KDISMIMTGUMORD-UHFFFAOYSA-N"">KDISMIMTGUMORD-UHFFFAOYSA-N</a>"	618-42-8	C7H13NO	"LAC, NIDDK, NIH, Bethesda, MD 20892"	replib	1205 ± 5(4)	"1-Butanamine, N-butylidene-"	614	9.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/GMYLJUMIAPOWOO-VQHVLOKHSA-N"">GMYLJUMIAPOWOO-VQHVLOKHSA-N</a>"	4853-56-9	C8H17N	CARL DJERASSI DEPT OF CHEM STANFORD UNIV STANFORD CALIF 94305	replib	
200904_eQC1	57.10	170.22		Unknown	Dodecane	112-40-3	C12H26	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SNRUBQQJIBEYMU-UHFFFAOYSA-N"">SNRUBQQJIBEYMU-UHFFFAOYSA-N</a>"	391	15.0949	XIC(57.10±500ppm)	0.83	20901736	0.010	32	Spectra Search{Unable to do spectral search}	1166.4	1200	808	33.3	1	450	Dodecane	808	33.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SNRUBQQJIBEYMU-UHFFFAOYSA-N"">SNRUBQQJIBEYMU-UHFFFAOYSA-N</a>"	112-40-3	C12H26	Japan AIST/NIMC Database- Spectrum MS-NW-2010	replib	1200	5-Ethyldecane	799	16.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/BCQLAHKMMOGIIS-UHFFFAOYSA-N"">BCQLAHKMMOGIIS-UHFFFAOYSA-N</a>"	17302-36-2	C12H26	"V.G.Zaikin, TIPS, Russian Acad. Sci."	mainlib	1139 ± 16(2)	Dodecane	796	33.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SNRUBQQJIBEYMU-UHFFFAOYSA-N"">SNRUBQQJIBEYMU-UHFFFAOYSA-N</a>"	112-40-3	C12H26	"Chuck Anderson, Aldrich Chemical Co."	replib	1200	Dodecane	795	33.3	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/SNRUBQQJIBEYMU-UHFFFAOYSA-N"">SNRUBQQJIBEYMU-UHFFFAOYSA-N</a>"	112-40-3	C12H26		replib	1200	Undecane	794	20.9	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/RSJKGSCJYJTIGS-UHFFFAOYSA-N"">RSJKGSCJYJTIGS-UHFFFAOYSA-N</a>"	1120-21-4	C11H24	TNO Volatile Compounds in Food - Chemical Concepts	replib	1100
200904_eQC1	58.06	127.04		Unknown	"Acetamide, 2,2,2-trifluoro-N-methyl-"	815-06-5	C3H4F3NO	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IQNHBUQSOSYAJU-UHFFFAOYSA-N"">IQNHBUQSOSYAJU-UHFFFAOYSA-N</a>"	12100	15.1754	XIC(58.06±500ppm)	1.20	3873971960	1.785	256	Spectra Search{Unable to do spectral search}	1169.7		750	96.0	1	452	"Acetamide, 2,2,2-trifluoro-N-methyl-"	750	96.0	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IQNHBUQSOSYAJU-UHFFFAOYSA-N"">IQNHBUQSOSYAJU-UHFFFAOYSA-N</a>"	815-06-5	C3H4F3NO	Japan AIST/NIMC Database- Spectrum MS-NW-9305	mainlib		"Acetamide, 2,2,2-trifluoro-N-methyl-"	688	95.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/IQNHBUQSOSYAJU-UHFFFAOYSA-N"">IQNHBUQSOSYAJU-UHFFFAOYSA-N</a>"	815-06-5	C3H4F3NO	"JIM LAWLESS AMES RESEARCH CTR NASA MOFFETT FIELD, CALIF 94035"	replib		"Acetamide, N-(2-hydroxyethyl)trifluoro-"	562	1.5	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/NPSVCXHBJVBBAD-UHFFFAOYSA-N"">NPSVCXHBJVBBAD-UHFFFAOYSA-N</a>"	6974-29-4	C4H6F3NO2	"NIST Mass Spectrometry Data Center, 2014"	mainlib		"Acetamide, 2,2,2-trifluoro-N-(2-methylpropyl)-"	548	3.2	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/FGHXPVMWBPFOMN-UHFFFAOYSA-N"">FGHXPVMWBPFOMN-UHFFFAOYSA-N</a>"	1817-28-3	C6H10F3NO	"V.G.Zaikin, TIPS, Russian Acad. Sci., Moscow"	replib		"Ethyl 2-(2,2,2-trifluoroacetamido)acetate"	544	0.8	"<a href=""http://pubchem.ncbi.nlm.nih.gov/compound/OKCDXJWEZHVZJP-UHFFFAOYSA-N"">OKCDXJWEZHVZJP-UHFFFAOYSA-N</a>"	367-62-4	C6H8F3NO3	Chemical Concepts	mainlib	1031 ± 0(1)
